Strain,Genotype,Medium,Dilution,Measurement_Type,Time,Measurement_ID,Original_ID,Value,Original_Value,Unit,Original_Unit,Error,Original_Error,Source
BW25113,drpe,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.0726,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.3993,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.8349,23,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,PGMT,PGMT,0.0363,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,R5PP,R5PP,0.1815,5,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.2904,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0363,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0363,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.1089,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,ACONTa,ACONTa,3.1482,99,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,AKGDH,AKGDH,2.2896,72,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,CS,CS,3.1482,99,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.2544,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),9.7626,307,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.6042,19,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,FBA,FBA,2.1942,69,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,FUM,FUM,2.9256,92,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.9858,31,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,GAPD,GAPD,4.9926,157,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,3.18,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,GND,GND,0.3816,12,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,ICDHyr,ICDHyr,2.5122,79,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,ICL,ICL,0.636,20,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,MALS,MALS,0.636,20,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,MDH,MDH,3.5298,111,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,PDH,PDH,4.611,145,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,PFKA,PFKA,2.1942,69,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,PGI,PGI,2.1306,67,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,PGM,PGM,4.7064,148,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,PPC,PPC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,PYKF,PYKF,1.431,45,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,RPE,RPE,0.0954,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,RPI,RPI,0.2862,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,SUCDi,SUCDi,2.9256,92,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,TALA,TALA,0.0954,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,TKT1,TKT1,0.0954,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,TKT2,TKT2,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,TPI,TPI,2.1942,69,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,EDA,EDA,0.636,20,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.0954,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.3816,12,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.8268,26,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,PGMT,PGMT,0.0318,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,R5PP,R5PP,0.1908,6,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.2862,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0318,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0318,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.0954,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiA,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,ACONTa,ACONTa,4.565,110,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,AKGDH,AKGDH,3.9425,95,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,CS,CS,4.565,110,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.249,6,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),15.604,376,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.6225,15,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,FBA,FBA,3.2785,79,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,FUM,FUM,4.316,104,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,1.992,48,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,GAPD,GAPD,7.0135,169,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,4.15,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,GND,GND,1.992,48,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,ICDHyr,ICDHyr,4.1915,101,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,ICL,ICL,0.332,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,MALS,MALS,0.332,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,MDH,MDH,4.648,112,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,PDH,PDH,5.727,138,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,PFKA,PFKA,3.2785,79,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,PGI,PGI,2.1165,51,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,PGM,PGM,6.723,162,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,PPC,PPC,0.2905,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,PYKF,PYKF,2.158,52,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,RPE,RPE,1.162,28,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,RPI,RPI,0.83,20,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,SUCDi,SUCDi,4.316,104,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,TALA,TALA,0.6225,15,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,TKT1,TKT1,0.6225,15,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,TKT2,TKT2,0.5395,13,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,TPI,TPI,3.2785,79,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.083,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.415,10,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.83,20,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,PGMT,PGMT,0.0415,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,R5PP,R5PP,0.2075,5,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.2905,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0415,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0415,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.1245,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpiB,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,ACONTa,ACONTa,5.7921,129,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,AKGDH,AKGDH,5.5227,123,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,CS,CS,5.7921,129,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.2245,5,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),17.6457,393,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.6286,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,FBA,FBA,3.5471,79,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,FUM,FUM,5.5227,123,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.9429,21,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,GAPD,GAPD,7.6779,171,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,4.49,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,GND,GND,0.3592,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,ICDHyr,ICDHyr,5.7921,129,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,ICL,ICL,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,MALS,MALS,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,MDH,MDH,5.5227,123,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,PDH,PDH,6.6003,147,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,PFKA,PFKA,3.5471,79,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,PGI,PGI,3.5022,78,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,PGM,PGM,7.3636,164,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,PPC,PPC,0.6286,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,PYKF,PYKF,2.1552,48,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,RPE,RPE,0.0898,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,RPI,RPI,0.2694,6,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,SUCDi,SUCDi,5.5227,123,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,TALA,TALA,0.0898,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,TKT1,TKT1,0.0898,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,TKT2,TKT2,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,TPI,TPI,3.5471,79,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,EDA,EDA,0.5837,13,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.0898,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.4041,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.8082,18,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,PGMT,PGMT,0.0449,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,R5PP,R5PP,0.1796,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.3143,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0449,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0449,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.0898,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktA,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,ACONTa,ACONTa,2.7324,92,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,AKGDH,AKGDH,2.4948,84,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,CS,CS,2.7324,92,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.2376,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),8.5239,287,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.6237,21,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,FBA,FBA,2.6136,88,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,FUM,FUM,2.4948,84,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.3861,13,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,GAPD,GAPD,5.1975,175,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,2.97,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,GND,GND,0.3861,13,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,ICDHyr,ICDHyr,2.7324,92,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,ICL,ICL,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,MALS,MALS,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,MDH,MDH,2.4948,84,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,PDH,PDH,3.564,120,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,PFKA,PFKA,2.6136,88,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,PGI,PGI,2.5542,86,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,PGM,PGM,4.9005,165,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,PPC,PPC,0.6237,21,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,PYKF,PYKF,1.188,40,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
